parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,assessmentyear,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,taxvaluedollarcnt
14483427,,,,4.5,5.0,,,4.5,,,3376.0,3376.0,,,,,6059.0,,4.0,2.0,595.0,True,,33636724.0,-117560032.0,9600.0,1.0,,,1.0,,122,261.0,,60590320.432002,,1286.0,,96989.0,0.0,,1.0,,,,,1995.0,,,2016.0,,,60590320432002.0,935577.0
14361523,,,,2.5,4.0,,,2.5,,,2080.0,2080.0,,,,,6059.0,,2.0,2.0,518.0,True,,33686403.0,-117669364.0,6600.0,1.0,,,1.0,,122,261.0,,60590524.261001,32380.0,1286.0,,96946.0,0.0,,1.0,,,,,1992.0,,,2016.0,,,60590524261001.0,464804.0
14459764,,,,3.0,4.0,,,3.0,,,2368.0,2368.0,,,,,6059.0,,3.0,2.0,408.0,,,33527107.0,-117622214.0,4158.0,,,,,,1,261.0,,60590320.612002,15554.0,1286.0,,96998.0,0.0,,,,,,,2013.0,,,2016.0,,,,746638.0
12110424,1.0,,,2.0,2.0,,7.0,2.0,,,1172.0,1172.0,,,,,6037.0,,2.0,,,,2.0,34140900.0,-118138000.0,13308.0,1.0,,,,1.0,010H,266.0,PSC-,60374636.014,47019.0,3101.0,275405.0,96289.0,0.0,,,,1.0,,,1962.0,,,2016.0,,,60374636014000.0,286479.0
17175543,,,,1.5,2.0,,,1.5,,616.0,1197.0,1197.0,,,616.0,,6111.0,1.0,1.0,2.0,465.0,,,34145211.0,-119198121.0,2089.0,,,,,,1111,261.0,,61110044.004031,47198.0,2061.0,,97109.0,4.0,,1.0,,,255.0,,1978.0,2.0,,2016.0,,,61110044004031.0,472000.0
11662753,,,,3.0,3.0,,7.0,3.0,,,2140.0,2140.0,,,,,6037.0,,3.0,,,,2.0,34044424.0,-118521774.0,6899.0,1.0,,,,1.0,0101,261.0,LAR1,60372627.062004,12447.0,3101.0,19810.0,96120.0,0.0,,,,1.0,,,1950.0,,,2016.0,,,60372627062004.0,198990.0
17290394,,,,6.0,5.0,,,6.0,66.0,3499.0,6152.0,6152.0,,,3499.0,,6111.0,3.0,6.0,3.0,830.0,,,34194153.0,-118819403.0,30924.0,1.0,,,,1.0,1110,261.0,,61110074.022,34278.0,2061.0,,96385.0,11.0,,,,,,,1997.0,2.0,,2016.0,,,61110074022000.0,2433504.0
14231975,,,,2.0,4.0,,,2.0,,,1888.0,1888.0,,,,,6059.0,,2.0,2.0,480.0,,,33790240.0,-117796706.0,7000.0,,,,,,122,261.0,,60590219.183001,33252.0,1286.0,,97067.0,7.0,,,,,,,1974.0,2.0,,2016.0,,,60590219183001.0,538470.0
11934295,,,,1.0,2.0,,4.0,1.0,,,984.0,984.0,,,,,6037.0,,1.0,,,,7.0,34076867.0,-118268580.0,6696.0,,,,,,0100,261.0,LARD2,60371957.101006,12447.0,3101.0,268473.0,96007.0,0.0,,,,1.0,,,1895.0,,,2016.0,,,60371957101006.0,535200.0
12830271,1.0,,,4.0,4.0,,7.0,4.0,,,3992.0,3992.0,,,,,6037.0,,4.0,,,,2.0,33948900.0,-117974881.0,13725.0,,,,,,0100,261.0,WHR19000*,60375002.012015,14634.0,3101.0,,96171.0,0.0,,,,1.0,,,1955.0,,,2016.0,,,60375002012015.0,495759.0
10906392,1.0,,,3.0,3.0,,7.0,3.0,,,1386.0,1386.0,,,,,6037.0,,3.0,,,,2.0,34150800.0,-118412000.0,32906.0,1.0,,,,1.0,010C,266.0,LAR3,60371434.00201,12447.0,3101.0,47880.0,96449.0,0.0,,,,1.0,,,1978.0,,,2016.0,,,60371434002010.0,190341.0
11757548,,,,1.0,2.0,,4.0,1.0,,,1590.0,1590.0,,,,,6037.0,,1.0,,,,7.0,34054477.0,-118317833.0,6498.0,,,,,,0100,261.0,LAR1,60372127.011006,12447.0,3101.0,274514.0,96000.0,0.0,,,,1.0,,,1917.0,,,2016.0,,,60372127011006.0,445502.0
11104411,1.0,,,3.0,4.0,,8.0,3.0,,,2732.0,2732.0,,,,,6037.0,,3.0,,,,2.0,34433963.0,-118470853.0,14506.0,,,,,,0100,261.0,SCUR1,60379200.341004,54311.0,3101.0,37739.0,96374.0,0.0,,,,1.0,,,1999.0,,,2016.0,,,60379200341004.0,432462.0
14015119,,,,2.0,3.0,,,2.0,,,1354.0,1354.0,,,,,6059.0,,2.0,2.0,400.0,,,33838013.0,-118009725.0,6996.0,,,,,,122,261.0,,60591102.011002,10608.0,1286.0,,96180.0,7.0,,,,,,,1955.0,1.0,,2016.0,,,60591102011002.0,51964.0
11286085,,,,1.0,3.0,,4.0,1.0,,,1052.0,1052.0,,,,,6037.0,,1.0,,,,7.0,34683171.0,-118140404.0,6258.0,,,,,,0100,261.0,LRR17000*,60379007.012014,5534.0,3101.0,,97317.0,0.0,,,,1.0,,,1951.0,,,2016.0,Y,14.0,60379007012014.0,113907.0
10756224,1.0,,,6.0,5.0,,11.0,6.0,,,5968.0,5968.0,,,,,6037.0,,6.0,,,,2.0,34134304.0,-118679349.0,19407.0,1.0,,,,1.0,010D,269.0,,60378002.022029,37688.0,3101.0,,96337.0,0.0,,,,1.0,,,2006.0,,,2016.0,,,60378002022029.0,2813472.0
10810017,1.0,,,2.0,3.0,,7.0,2.0,,,1911.0,1911.0,,,,,6037.0,,2.0,,,,2.0,34150665.0,-118602800.0,9474.0,1.0,,,,1.0,0101,261.0,LAR1,60371380.003022,12447.0,3101.0,48570.0,96387.0,0.0,,,,1.0,,,1963.0,,,2016.0,Y,15.0,60371380003022.0,545000.0
12085773,1.0,,,3.0,2.0,,6.0,3.0,,,1046.0,1046.0,,,,,6037.0,,3.0,,,,2.0,34141600.0,-118237000.0,7483.0,,,,,,010E,266.0,GLR4YY,60373021.032003,45457.0,3101.0,275396.0,96324.0,0.0,,,,1.0,,,1987.0,,,2016.0,,,60373021032003.0,212136.0
12087364,,,,2.0,3.0,,8.0,2.0,,,1193.0,1193.0,,,,,6037.0,,2.0,,,,2.0,34136547.0,-118222888.0,9731.0,,,,,,0100,261.0,LARE20,60371813.002012,12447.0,3101.0,114808.0,96022.0,0.0,,,,1.0,,,1962.0,,,2016.0,,,60371813002012.0,580496.0
17288599,,,,2.5,3.0,,,2.5,,812.0,1643.0,1643.0,,,812.0,,6111.0,1.0,2.0,2.0,0.0,,,34178175.0,-118783013.0,,,,,,,1129,266.0,,61110074.032004,53655.0,2061.0,,96393.0,7.0,,1.0,,,,,1992.0,2.0,,2016.0,,,61110074032004.0,435020.0
12413997,,,,2.0,3.0,,6.0,2.0,,,1252.0,1252.0,,,,,6037.0,,2.0,,,,2.0,33862855.0,-118047719.0,5000.0,,,,,,0100,261.0,CERS5000,60375545.172005,10774.0,3101.0,,96206.0,0.0,,,,1.0,,,1972.0,,,2016.0,,,60375545172005.0,172842.0
11003840,1.0,,,2.0,2.0,,6.0,2.0,,,1410.0,1410.0,,,,,6037.0,,2.0,,,,2.0,34257193.0,-118279064.0,22027.0,,,,,,0108,261.0,LARA,60371011.222007,12447.0,3101.0,27484.0,96284.0,0.0,,,,1.0,,,1944.0,,,2016.0,,,60371011222007.0,649722.0
13047987,,,,2.0,4.0,,6.0,2.0,,,2309.0,2309.0,,,,,6037.0,,2.0,,,,2.0,34126876.0,-117783765.0,8732.0,1.0,,,,1.0,0100,261.0,LVPR4.5D*,60374002.072,39308.0,3101.0,,96494.0,0.0,,,,1.0,,,1967.0,,,2016.0,,,60374002072000.0,257606.0
11879137,1.0,,,2.0,2.0,,8.0,2.0,,,1177.0,1177.0,,,,,6037.0,,2.0,,,,2.0,34107400.0,-118182000.0,73626.0,1.0,,,,1.0,010C,266.0,LARD1.5,60371837.021009,12447.0,3101.0,417433.0,96023.0,0.0,,,,1.0,,,1989.0,,,2016.0,,,60371837021009.0,364474.0
13948777,,,,2.0,4.0,,,2.0,,,1909.0,1909.0,,,,,6059.0,,2.0,1.0,360.0,,,33768387.0,-117962085.0,7200.0,1.0,,,,1.0,122,261.0,,60590887.021019,24832.0,1286.0,,97051.0,7.0,,,,,,,1953.0,2.0,,2016.0,,,60590887021019.0,61659.0
12638443,,,,2.0,3.0,,6.0,2.0,,,1564.0,1564.0,,,,,6037.0,,2.0,,,,2.0,33811834.0,-118301993.0,5057.0,,,,,,0100,261.0,LAR1,60372933.011004,12447.0,3101.0,38888.0,96210.0,0.0,,,,1.0,,,1969.0,,,2016.0,,,60372933011004.0,98533.0
11099154,,,,2.0,3.0,,8.0,2.0,,,1445.0,1445.0,,,,,6037.0,,2.0,,,,2.0,34230113.0,-118562775.0,8362.0,,,,,,0100,261.0,LARS,60371134.012005,12447.0,3101.0,27987.0,96354.0,0.0,,,,1.0,,,1957.0,,,2016.0,,,60371134012005.0,328712.0
11534721,1.0,,,2.0,2.0,,9.0,2.0,,,1280.0,1280.0,,,,,6037.0,,2.0,,,,2.0,33980500.0,-118464000.0,,,,,,,01HC,266.0,LAC2,60372742.021,12447.0,3101.0,21056.0,96128.0,0.0,,,,1.0,,,2010.0,,,2016.0,,,60372742021000.0,643941.0
13057060,1.0,,,3.0,4.0,,7.0,3.0,,,2481.0,2481.0,,,,,6037.0,,3.0,,,,2.0,34162739.0,-117900972.0,6321.0,,,,,,010D,269.0,AZRA,60374006.031002,37015.0,3101.0,,96464.0,0.0,,,,1.0,,,2003.0,,,2016.0,,,60374006031002.0,646000.0
17282383,,,,2.0,3.0,,,2.0,,1243.0,1243.0,1243.0,,,1243.0,,6111.0,,2.0,2.0,437.0,,,34189684.0,-118869284.0,11700.0,,,,,,1111,261.0,,61110068.003002,34278.0,2061.0,,96383.0,7.0,,,,,400.0,,1963.0,1.0,,2016.0,,,61110068003002.0,188707.0
12390293,1.0,,,1.0,2.0,,6.0,1.0,,,1199.0,1199.0,,,,,6037.0,,1.0,,,,2.0,33998781.0,-118084377.0,4479.0,,,,,,0100,261.0,PRSF*,60375007.001,26483.0,3101.0,,96197.0,0.0,,,,1.0,,,1962.0,,,2016.0,,,60375007001000.0,55834.0
10873459,,,,2.0,3.0,,6.0,2.0,,,1365.0,1365.0,,,,,6037.0,,2.0,,,,7.0,33969738.0,-118239867.0,7324.0,1.0,,,,1.0,0101,261.0,LAR1,60375349.004001,396053.0,3101.0,,95982.0,0.0,,,,1.0,,,1953.0,,,2016.0,,,60371210203002.0,77821.0
17130333,,,,2.5,3.0,,,2.5,66.0,157.0,1566.0,1566.0,,,157.0,,6111.0,1.0,2.0,2.0,0.0,,,34231716.0,-119015244.0,,,,,,,1129,266.0,,61110053.031016,51239.0,2061.0,,97091.0,5.0,,1.0,,,,,2006.0,3.0,,2016.0,,,61110053031016.0,435000.0
11658090,1.0,,,2.0,2.0,,8.0,2.0,,,1140.0,1140.0,,,,,6037.0,,2.0,,,,2.0,34058000.0,-118466000.0,9716.0,,,,,,010E,266.0,LAR3,60372641.021006,12447.0,3101.0,113910.0,96030.0,0.0,,,,1.0,,,1962.0,,,2016.0,,,60372641021006.0,548000.0
11348809,1.0,,,4.0,4.0,,9.0,4.0,,,3830.0,3830.0,,,,,6037.0,,4.0,,,,20.0,34474617.0,-118560002.0,7906.0,1.0,,,,1.0,0101,261.0,LCA22*,60379201.071,,3101.0,,96377.0,0.0,,,,1.0,,,2004.0,,,2016.0,,,60379201071000.0,873000.0
14643455,,,,1.5,3.0,,,1.5,,,1134.0,1134.0,,,,,6059.0,,1.0,1.0,0.0,,24.0,33864872.0,-117795195.0,,,,,,,34,266.0,,60590218.124006,16764.0,1286.0,274765.0,97026.0,6.0,,1.0,,,,,1973.0,2.0,,2016.0,,,60590218124006.0,331986.0
11840231,,,,1.0,3.0,,4.0,1.0,,,1136.0,1136.0,,,,,6037.0,,1.0,,,,7.0,34071073.0,-118123123.0,3382.0,,,,,,0100,261.0,ALRPD*,60374816.052011,50677.0,3101.0,,96533.0,0.0,,,,1.0,,,1963.0,,,2016.0,,,60374816052011.0,343274.0
14169058,,,,2.5,5.0,,,2.5,,,2333.0,2333.0,,,,,6059.0,,2.0,2.0,500.0,,,33898641.0,-117849580.0,7590.0,1.0,,,,1.0,122,261.0,,60590117.181001,26531.0,1286.0,,97068.0,10.0,,1.0,,,,,1964.0,3.0,,2016.0,,,60590117181001.0,423869.0
10863963,1.0,,,5.0,4.0,,9.0,5.0,,,4176.0,4176.0,,,,,6037.0,,5.0,,,,2.0,34143078.0,-118453282.0,6200.0,,,,,,0100,261.0,LAR1,60371416.001007,12447.0,3101.0,27080.0,96412.0,0.0,,,,1.0,,,1999.0,,,2016.0,,,60371416001007.0,1795099.0
12088466,,,,1.0,2.0,,4.0,1.0,,,704.0,704.0,,,,,6037.0,,1.0,,,,7.0,34132920.0,-118213590.0,2589.0,,,,,,0100,261.0,LAR1,60371816.002003,12447.0,3101.0,114808.0,96022.0,0.0,,,,1.0,,,1925.0,,,2016.0,,,60371816002003.0,26046.0
12011623,1.0,,,2.0,0.0,,,2.0,,,1030.0,1030.0,,,,,6037.0,,2.0,,,,2.0,34102000.0,-118326000.0,12600.0,,,,,,010E,266.0,LAC4,60371910.001012,12447.0,3101.0,32059.0,96009.0,0.0,,,,1.0,,,1929.0,,,2016.0,,,60371910001012.0,455272.0
11624377,1.0,,,3.0,3.0,,9.0,3.0,,,1903.0,1903.0,,,,,6037.0,,3.0,,,,2.0,34056700.0,-118412000.0,589265.0,,,,,,010C,266.0,LAR4,60372679.011018,12447.0,3101.0,114246.0,96048.0,0.0,,,,1.0,,,1989.0,,,2016.0,,,60372679011018.0,211414.0
11394084,,,,2.0,2.0,,4.0,2.0,,,1368.0,,,1368.0,,,6037.0,,2.0,,,,,33975850.0,-118321420.0,4802.0,,,,,,0200,246.0,LAR1,60372352.011005,12447.0,3101.0,115729.0,96024.0,0.0,,,,2.0,,,1924.0,,,2016.0,,,60372352011005.0,196268.0
11965912,,,,1.0,2.0,,5.0,1.0,,,990.0,990.0,,,,,6037.0,,1.0,,,,7.0,34108171.0,-118200436.0,2402.0,,,,,,0100,261.0,LARD2,60371838.101001,12447.0,3101.0,115609.0,96023.0,0.0,,,,1.0,,,1922.0,,,2016.0,,,60371838101001.0,187177.0
11393783,,,,1.0,2.0,,4.0,1.0,,,852.0,852.0,,,,,6037.0,,1.0,,,,7.0,33978026.0,-118323851.0,2960.0,,,,,,0100,261.0,LAR1,60372352.013002,12447.0,3101.0,115729.0,96024.0,0.0,,,,1.0,,,1923.0,,,2016.0,,,60372352013002.0,152289.0
17286478,,,,3.0,2.0,,,3.0,,1680.0,2161.0,2161.0,,,1680.0,,6111.0,1.0,3.0,2.0,0.0,,,34177962.0,-118890862.0,6534.0,,,,,,1129,266.0,,61110059.113002,34278.0,2061.0,46736.0,96351.0,6.0,,,,,,,1979.0,2.0,,2016.0,,,61110059113002.0,316959.0
17176021,,,,3.0,4.0,,,3.0,,1328.0,2543.0,2543.0,,,1328.0,,6111.0,1.0,3.0,2.0,0.0,,,34214234.0,-119156714.0,,,,,,,1129,266.0,,61110049.011005,13150.0,2061.0,762938.0,97101.0,9.0,,,,,,,2001.0,2.0,,2016.0,,,61110049011005.0,393353.0
11757279,1.0,,,4.0,3.0,,7.0,4.0,,,2194.0,2194.0,,,,,6037.0,,4.0,,,,2.0,34060700.0,-118318000.0,32678.0,1.0,,,,1.0,012C,266.0,LARD2,60372126.101003,12447.0,3101.0,274514.0,95986.0,0.0,,,,1.0,,,2003.0,,,2016.0,,,60372126101003.0,901700.0
12047138,1.0,,,2.0,2.0,,7.0,2.0,,,1060.0,1060.0,,,,,6037.0,,2.0,,,,2.0,34201800.0,-118222000.0,196302.0,1.0,,,,1.0,010C,266.0,GLR3R*,60373008.002017,45457.0,3101.0,274580.0,96327.0,0.0,,,,1.0,,,1974.0,,,2016.0,,,60373008002017.0,385000.0
12830523,,,,2.0,3.0,,8.0,2.0,,,1902.0,1902.0,,,,,6037.0,,2.0,,,,2.0,33948708.0,-117974283.0,20794.0,,,,,,0100,261.0,WHR19000*,60375002.012005,14634.0,3101.0,,96171.0,0.0,,,,1.0,,,1955.0,,,2016.0,,,60375002012005.0,393337.0
10854110,1.0,,,2.0,2.0,,8.0,2.0,,,1342.0,1342.0,,,,,6037.0,,2.0,,,,2.0,34157500.0,-118484000.0,23435.0,,,,,,010E,266.0,LAR3,60371397.011004,12447.0,3101.0,51906.0,96426.0,0.0,,,,1.0,,,1965.0,,,2016.0,,,60371397011004.0,311970.0
12563363,,,,1.0,2.0,,5.0,1.0,,,836.0,836.0,,,,,6037.0,,1.0,,,,7.0,33885839.0,-118202675.0,6134.0,,,,,,0100,261.0,LCA1YY,60375422.002017,24174.0,3101.0,,96091.0,0.0,,,,1.0,,,1939.0,,,2016.0,Y,14.0,60375422002017.0,176836.0
11854708,1.0,,,2.0,4.0,,6.0,2.0,,,1544.0,1544.0,,,,,6037.0,,2.0,,,,2.0,34037270.0,-118132134.0,5633.0,,,,,,0100,261.0,MPR1*,60374827.011003,6021.0,3101.0,,96496.0,0.0,,,,1.0,,,1947.0,,,2016.0,,,60374827011003.0,609586.0
12131737,1.0,,,3.0,3.0,,8.0,3.0,,,1877.0,1877.0,,,,,6037.0,,3.0,,,,2.0,34160600.0,-118055000.0,24927.0,,,,,,010C,266.0,SRR3CC*,60374305.022008,47695.0,3101.0,,96278.0,0.0,,,,1.0,,,1980.0,,,2016.0,,,60374305022008.0,605414.0
11297990,1.0,,,4.0,4.0,,8.0,4.0,,,3380.0,3380.0,,,,,6037.0,,4.0,,,,2.0,34676932.0,-118100082.0,9467.0,,,,,,0100,261.0,LRR7000*,60379005.061008,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,1984.0,,,2016.0,,,60379005061008.0,206800.0
12918866,,,,1.0,3.0,,4.0,1.0,,,955.0,955.0,,,,,6037.0,,1.0,,,,7.0,34098022.0,-117919614.0,6060.0,,,,,,0100,261.0,LCA1*,60374057.013003,24245.0,3101.0,,96473.0,0.0,,,,1.0,,,1954.0,,,2016.0,,,60374057013003.0,233876.0
14055844,,,,2.0,3.0,,,2.0,,,1557.0,1557.0,,,,,6059.0,,2.0,2.0,441.0,,,33678768.0,-117978377.0,6524.0,,,,,,122,261.0,,60590992.461005,25218.0,1286.0,,96964.0,7.0,,,,,,,1975.0,1.0,,2016.0,,,60590992461005.0,721000.0
14122916,,,,1.5,3.0,,,1.5,,,1187.0,1187.0,,,,,6059.0,1.0,1.0,2.0,427.0,,,33833090.0,-118031626.0,6800.0,,,,,,122,261.0,,60591101.102016,10608.0,1286.0,,96180.0,6.0,,1.0,,,,,1958.0,1.0,,2016.0,,,60591101102016.0,235479.0
17206432,,,,2.5,3.0,,,2.5,,1098.0,2200.0,2200.0,,,1098.0,,6111.0,1.0,2.0,2.0,455.0,,,34295202.0,-118836097.0,4474.0,1.0,400.0,,,1.0,1111,261.0,,61110076.142002,25974.0,2061.0,,97097.0,7.0,,1.0,,,150.0,,1980.0,2.0,,2016.0,,,61110076142002.0,491687.0
11059629,1.0,,,3.0,4.0,,8.0,3.0,,,2235.0,2235.0,,,,,6037.0,,3.0,,,,2.0,34248783.0,-118497334.0,7501.0,,,,,,0100,261.0,LARS,60371173.021006,12447.0,3101.0,33183.0,96369.0,0.0,,,,1.0,,,1987.0,,,2016.0,,,60371173021006.0,280648.0
14313323,,,,2.5,3.0,,,2.5,,,2699.0,2699.0,,,,,6059.0,,2.0,2.0,441.0,,,33626397.0,-117853169.0,9815.0,,,,,,122,261.0,,60590626.441004,53571.0,1286.0,,96978.0,8.0,,1.0,,,,,1969.0,2.0,,2016.0,,,60590626441004.0,1954356.0
12114180,1.0,,,1.0,1.0,,8.0,1.0,,,630.0,630.0,,,,,6037.0,,1.0,,,,2.0,34147300.0,-118126000.0,72838.0,,,,,,010E,266.0,PSR4,60374623.021006,47019.0,3101.0,275958.0,96294.0,0.0,,,,1.0,,,1987.0,,,2016.0,,,60374623021006.0,316000.0
10913504,1.0,,,2.0,2.0,,8.0,2.0,,,1180.0,1180.0,,,,,6037.0,,2.0,,,,2.0,34150000.0,-118417000.0,15871.0,,,,,,010C,266.0,LAR3,60371435.003005,12447.0,3101.0,47880.0,96449.0,0.0,,,,1.0,,,1995.0,,,2016.0,,,60371435003005.0,289506.0
13990949,,,,2.0,3.0,,,2.0,,,1351.0,1351.0,,,,,6059.0,,2.0,2.0,400.0,,,33813402.0,-117969583.0,7280.0,,,,,,122,261.0,,60590878.063,16764.0,1286.0,118872.0,97023.0,6.0,,,,,,,1956.0,1.0,,2016.0,,,60590878063000.0,57899.0
14123362,,,,3.0,4.0,,,3.0,,,1897.0,1897.0,,,,,6059.0,1.0,3.0,2.0,494.0,,,33856268.0,-118042314.0,4950.0,,,,,,122,261.0,,60591101.152004,15237.0,1286.0,,96183.0,8.0,,,,,,,1968.0,2.0,,2016.0,,,60591101152004.0,291667.0
10862869,1.0,,,3.0,3.0,,8.0,3.0,,,1707.0,1707.0,,,,,6037.0,,3.0,,,,2.0,34152500.0,-118464000.0,9416.0,,,,,,010C,266.0,LARD1.5,60371413.023001,12447.0,3101.0,27080.0,96412.0,0.0,,,,1.0,,,1999.0,,,2016.0,,,60371413023001.0,402477.0
11473475,,,,3.0,5.0,,8.0,3.0,,,2497.0,2497.0,,,,,6037.0,,3.0,,,,7.0,33924742.0,-118407535.0,7200.0,,,,,,0100,261.0,ESR1YY,60376200.012006,55753.0,3101.0,,96103.0,0.0,,,,1.0,,,1942.0,,,2016.0,,,60376200012006.0,116963.0
17084753,,,,0.0,0.0,,,,,,2794.0,2794.0,,,,,6111.0,,,,,,,34260292.0,-119268013.0,6652.0,,,,,,1210,246.0,,61110025.002005,34543.0,2061.0,,97081.0,0.0,,,,2.0,,,1965.0,,,2016.0,,,61110025002005.0,475943.0
11472908,,,,2.0,2.0,,7.0,2.0,,,1258.0,1258.0,,,,,6037.0,,2.0,,,,2.0,33926200.0,-118416000.0,13407.0,,,,,,010C,266.0,ESR3*,60376201.011013,55753.0,3101.0,,96103.0,0.0,,,,1.0,,,1979.0,,,2016.0,,,60376201011013.0,584000.0
14104636,,,,2.0,3.0,,,2.0,,,1563.0,1563.0,,,,,6059.0,1.0,2.0,2.0,570.0,,,33792962.0,-117906822.0,5500.0,,,,,,122,261.0,,60590884.03102,16764.0,1286.0,417224.0,97021.0,6.0,,,,,,,1968.0,2.0,,2016.0,,,60590884031020.0,64787.0
11645685,1.0,,,1.0,0.0,,7.0,1.0,,,481.0,481.0,,,,,6037.0,,1.0,,,,2.0,34064500.0,-118449000.0,79815.0,1.0,,,,1.0,010C,266.0,LAR4,60372653.051002,12447.0,3101.0,118920.0,96005.0,0.0,,,,1.0,,,1973.0,,,2016.0,,,60372653051002.0,343000.0
14084259,,,,2.5,3.0,,,2.5,,,2358.0,2358.0,,,,,6059.0,,2.0,2.0,546.0,,,33755292.0,-118017559.0,5747.0,,,,,,122,261.0,,60590996.021007,34780.0,1286.0,,96990.0,0.0,,1.0,,,,,1999.0,,,2016.0,,,60590996021007.0,431504.0
11726993,,,,3.0,3.0,,4.0,3.0,,,1568.0,,,1568.0,,,6037.0,,3.0,,,,,34027537.0,-118353528.0,4799.0,,,,,,0300,247.0,LARD1.5,60372198.002004,12447.0,3101.0,268581.0,95997.0,0.0,,,,3.0,,,1949.0,,,2016.0,,,60372198002004.0,400000.0
11982717,1.0,,,3.0,2.0,,9.0,3.0,,,1597.0,1597.0,,,,,6037.0,,3.0,,,,2.0,34066400.0,-118316000.0,106039.0,1.0,,,,1.0,010C,266.0,LAR3,60372117.011002,12447.0,3101.0,274517.0,96001.0,0.0,,,,1.0,,,1975.0,,,2016.0,,,60372117011002.0,609154.0
11504509,,,,3.0,3.0,,7.0,3.0,,,3072.0,3072.0,,,,,6037.0,,3.0,,,,2.0,33899727.0,-118408632.0,4726.0,,,,,,0100,261.0,MNRS,60376203.013013,19177.0,3101.0,,96117.0,0.0,,,,1.0,,,1981.0,,,2016.0,,,60376203013013.0,2174620.0
12705241,,,,3.0,1.0,,7.0,3.0,,,2123.0,2123.0,,,,,6037.0,,3.0,,,,2.0,33760439.0,-118378564.0,1897.0,,,,,,010D,269.0,RERPD6.8U*,60376704.061021,33727.0,3101.0,,96121.0,0.0,,,,1.0,,,1973.0,,,2016.0,,,60376704061021.0,796970.0
13904917,,,,2.0,3.0,,,2.0,,,1620.0,1620.0,,,,,6059.0,,2.0,2.0,400.0,,,33838143.0,-118018418.0,6000.0,,,,,,122,261.0,,60591102.012001,10608.0,1286.0,,96180.0,7.0,,,,,,,1955.0,1.0,,2016.0,,,60591102012001.0,542143.0
12586125,,,,1.0,3.0,,5.0,1.0,,,986.0,986.0,,,,,6037.0,,1.0,,,,7.0,33863311.0,-118269242.0,4957.0,,,,,,0100,261.0,CARS*,60375434.001011,10723.0,3101.0,,96230.0,0.0,,,,1.0,,,1953.0,,,2016.0,,,60375434001011.0,117012.0
12472294,1.0,,,2.0,4.0,,6.0,2.0,,,1711.0,1711.0,,,,,6037.0,,2.0,,,,2.0,33853102.0,-118151587.0,5430.0,,,,,,0100,261.0,LKR1*,60375707.014002,12292.0,3101.0,,96212.0,0.0,,,,1.0,,,1952.0,,,2016.0,,,60375707014002.0,376326.0
12577665,,,,2.0,3.0,,6.0,2.0,,,1662.0,1662.0,,,,,6037.0,,2.0,,,,2.0,33850750.0,-118235343.0,6068.0,,,,,,0100,261.0,CARS*,60375433.042007,10723.0,3101.0,,96230.0,0.0,,,,1.0,,,1966.0,,,2016.0,,,60375433042007.0,247950.0
11724342,,,,1.0,2.0,,6.0,1.0,,,1372.0,1372.0,,,,,6037.0,,1.0,,,,7.0,34020960.0,-118337673.0,6240.0,,,,,,0100,261.0,LAR1,60372195.00101,12447.0,3101.0,268581.0,95997.0,0.0,,,,1.0,,,1938.0,,,2016.0,,,60372195001010.0,584000.0
11729137,,,,1.0,2.0,,4.0,1.0,,,1299.0,1299.0,,,,,6037.0,,1.0,,,,7.0,34029363.0,-118317510.0,5365.0,,,,,,0100,261.0,LARD3,60372190.101,12447.0,3101.0,115836.0,95999.0,0.0,,,,1.0,,,1911.0,,,2016.0,,,60372190101000.0,381226.0
11420015,,,,1.0,2.0,,4.0,1.0,,,696.0,696.0,,,,,6037.0,,1.0,,,,7.0,33903953.0,-118355337.0,5821.0,,,,,,0100,261.0,HAR1YY,60376024.025002,42150.0,3101.0,224568.0,96107.0,0.0,,,,1.0,,,1948.0,,,2016.0,Y,14.0,60376024025002.0,46341.0
17191058,,,,2.5,2.0,,,2.5,,616.0,1432.0,1432.0,,,616.0,,6111.0,1.0,2.0,2.0,0.0,,,34203752.0,-118981042.0,,,,,,,1129,266.0,,61110056.002021,51239.0,2061.0,,97091.0,5.0,,1.0,,,,,1988.0,2.0,,2016.0,,,61110056002021.0,68915.0
