airconditioningtypeid,bathroomcnt,bedroomcnt,buildingqualitytypeid,calculatedfinishedsquarefeet,garagecarcnt,garagetotalsqft,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,propertylandusetypeid,propertyzoningdesc,regionidcounty,roomcnt,unitcnt,yearbuilt,taxvaluedollarcnt,log_sqft,log_lotsize
1.0,2.0,3.0,6.0,1787.0,2.0,446.0,2.0,33849678.0,-117880789.0,7210.0,261.0,580.0,1286.0,7.0,1.0,1958.0,70916.0,7.488852955733459,8.88336291691676
13.0,2.0,4.0,6.0,1748.0,2.0,416.0,2.0,33926365.0,-117888604.0,6060.0,261.0,580.0,1286.0,7.0,1.0,1965.0,502234.0,7.466799475018602,8.709630081951286
1.0,2.0,3.0,6.0,1442.0,2.0,456.0,2.0,33876768.0,-118271296.0,5649.0,261.0,191.0,3101.0,0.0,1.0,1963.0,135814.0,7.274479558773871,8.639410824140487
1.0,1.0,2.0,4.0,768.0,2.0,456.0,7.0,33923478.0,-118073146.0,5053.0,261.0,1260.0,3101.0,0.0,1.0,1949.0,163382.0,6.645090969505644,8.52793528794814
1.0,2.0,3.0,6.0,1240.0,2.0,480.0,2.0,33826984.0,-117934324.0,5000.0,261.0,580.0,1286.0,5.0,1.0,1977.0,340817.0,7.123672785204607,8.517393171418904
1.0,2.0,2.0,6.0,1490.0,2.0,456.0,2.0,34024700.0,-118510000.0,67407.0,266.0,1680.0,3101.0,0.0,1.0,1976.0,799921.0,7.307202314764738,11.118518984218797
1.0,2.0,3.0,8.0,1648.0,2.0,456.0,2.0,34142759.0,-118433288.0,7055.0,261.0,580.0,3101.0,0.0,1.0,1951.0,188377.0,7.407924322559599,8.861633597686627
1.0,3.0,6.0,5.0,2323.0,2.0,456.0,7.0,33965207.0,-118299885.0,6674.0,247.0,599.0,3101.0,0.0,3.0,1939.0,234371.0,7.751045117971802,8.80612448326845
1.0,2.5,4.0,6.0,2184.0,2.0,632.0,2.0,34219815.0,-118879185.0,6895.0,261.0,580.0,2061.0,8.0,1.0,1978.0,410689.0,7.68937110752969,8.83869681234353
1.0,3.0,2.0,6.0,1682.0,2.0,456.0,7.0,34033955.0,-118315173.0,85498.0,266.0,580.0,3101.0,0.0,1.0,1969.0,328882.0,7.428333194190806,11.356259958950021
1.0,2.0,2.0,8.0,1908.0,2.0,456.0,2.0,34050261.0,-118150197.0,10594.0,261.0,1242.0,3101.0,0.0,1.0,1959.0,750269.0,7.554334823725748,9.2681374707024
13.0,2.0,3.0,6.0,1546.0,1.0,285.0,2.0,33617448.0,-117642016.0,4018.0,261.0,580.0,1286.0,6.0,1.0,1972.0,295017.0,7.344072850573066,8.2987883944492
1.0,1.0,3.0,4.0,1048.0,2.0,456.0,7.0,33920560.0,-118274868.0,5600.0,261.0,782.0,3101.0,0.0,1.0,1948.0,233425.0,6.955592608396297,8.630700432209832
1.0,2.5,2.0,6.0,1323.0,1.0,0.0,2.0,33613296.0,-117614948.0,3275.0,266.0,580.0,1286.0,0.0,1.0,1990.0,369049.0,7.188412736496954,8.09437844497296
1.0,1.0,2.0,6.0,984.0,1.0,312.0,2.0,34275892.0,-119246125.0,7080.0,261.0,580.0,2061.0,5.0,1.0,1949.0,87210.0,6.892641641172089,8.865170419651774
1.0,2.0,4.0,6.0,1583.0,2.0,456.0,7.0,34267666.0,-118480515.0,7499.0,261.0,610.0,3101.0,0.0,1.0,1954.0,202061.0,7.367708572374371,8.922658299524402
1.0,3.0,3.0,7.0,1945.0,2.0,456.0,7.0,34047894.0,-118376073.0,6322.0,261.0,580.0,3101.0,0.0,1.0,1929.0,784417.0,7.57353126274595,8.751949058058614
1.0,3.0,3.0,8.0,1594.0,2.0,456.0,2.0,34254398.0,-118508729.0,12212.0,261.0,605.0,3101.0,0.0,1.0,1959.0,350928.0,7.374629015218945,9.410256237171089
1.0,1.0,2.0,4.0,880.0,2.0,456.0,7.0,33941838.0,-118217100.0,4847.0,261.0,1634.0,3101.0,0.0,1.0,1940.0,324328.0,6.78105762593618,8.48632152774915
1.0,4.0,4.0,11.0,2550.0,2.0,456.0,2.0,33805000.0,-118357000.0,22343.0,266.0,1759.0,3101.0,0.0,1.0,2001.0,761230.0,7.844240718141811,10.014313107625012
1.0,2.0,2.0,8.0,839.0,2.0,456.0,2.0,34062100.0,-118137000.0,40625.0,266.0,1247.0,3101.0,0.0,1.0,2001.0,235846.0,6.733401891837359,10.6121635347137
1.0,4.5,5.0,6.0,3729.0,2.0,623.0,2.0,33483076.0,-117586215.0,6181.0,261.0,580.0,1286.0,0.0,1.0,2006.0,1146000.0,8.224163512637862,8.729397122692061
1.0,3.0,3.0,8.0,1418.0,2.0,456.0,2.0,34563133.0,-118033362.0,6626.0,261.0,724.0,3101.0,0.0,1.0,1988.0,164682.0,7.257707677160043,8.798907492088226
1.0,4.0,3.0,7.0,1610.0,2.0,456.0,2.0,33818100.0,-118298000.0,7210.0,266.0,766.0,3101.0,0.0,1.0,2009.0,455785.0,7.384610383176974,8.88336291691676
1.0,2.0,4.0,6.0,1743.0,2.0,456.0,7.0,33948265.0,-118223422.0,5516.0,261.0,1636.0,3101.0,0.0,1.0,1937.0,296464.0,7.463936604468925,8.61558951327243
1.0,1.5,3.0,6.0,1181.0,1.0,360.0,2.0,34267401.0,-119255024.0,6104.0,261.0,580.0,2061.0,5.0,1.0,1953.0,51677.0,7.074963197966044,8.716863386544805
1.0,3.0,3.0,8.0,1638.0,2.0,456.0,2.0,34451049.0,-118620456.0,4867.0,261.0,964.0,3101.0,0.0,1.0,1986.0,440101.0,7.40184157874383,8.490438454107418
1.0,2.0,2.0,7.0,1050.0,2.0,456.0,2.0,34183500.0,-118596000.0,134581.0,266.0,619.0,3101.0,0.0,1.0,2010.0,360823.0,6.957497370876951,11.809928957681075
1.0,3.0,4.0,6.0,2082.0,2.0,416.0,2.0,33566338.0,-117634060.0,5935.0,261.0,580.0,1286.0,0.0,1.0,2000.0,758000.0,7.641564441260972,8.688790784847216
1.0,2.0,3.0,4.0,1478.0,2.0,456.0,7.0,33797938.0,-118275427.0,5618.0,261.0,580.0,3101.0,0.0,1.0,1952.0,232026.0,7.2991214627108,8.633908991112198
1.0,2.0,3.0,8.0,1887.0,2.0,456.0,2.0,34261747.0,-118497206.0,7899.0,261.0,610.0,3101.0,0.0,1.0,1962.0,80516.0,7.543273346705446,8.974618038455112
1.0,2.0,2.0,6.0,1169.0,1.0,0.0,2.0,34266100.0,-119243000.0,1306.0,266.0,580.0,2061.0,4.0,1.0,1965.0,160975.0,7.064759027791802,7.175489713624222
1.0,2.0,3.0,6.0,1534.0,2.0,483.0,2.0,33642089.0,-117583691.0,6600.0,261.0,580.0,1286.0,0.0,1.0,1989.0,627000.0,7.336285660021297,8.79497643168877
1.0,2.0,3.0,6.0,1070.0,2.0,483.0,2.0,34265053.0,-118798511.0,9000.0,261.0,580.0,2061.0,5.0,1.0,1964.0,378784.0,6.976348070447749,9.105090961257085
1.0,3.0,4.0,8.0,2347.0,2.0,456.0,2.0,34166501.0,-118753571.0,6702.0,261.0,10.0,3101.0,0.0,1.0,1973.0,464968.0,7.761319180947987,8.810310466357958
1.0,2.0,2.0,7.0,1666.0,2.0,456.0,2.0,34158500.0,-118415000.0,22980.0,266.0,596.0,3101.0,0.0,1.0,1979.0,554786.0,7.418780882750794,10.042423066556905
1.0,3.0,4.0,8.0,2671.0,2.0,456.0,2.0,34560351.0,-118027981.0,7013.0,261.0,724.0,3101.0,0.0,1.0,2002.0,217558.0,7.890582534656536,8.855663430700124
1.0,2.0,2.0,6.0,1132.0,2.0,456.0,2.0,34161700.0,-118432000.0,41936.0,266.0,587.0,3101.0,0.0,1.0,1978.0,410000.0,7.0326242610280065,10.643923771139239
1.0,1.5,3.0,6.0,1100.0,1.0,0.0,2.0,33673969.0,-117953716.0,880.0,261.0,580.0,1286.0,5.0,1.0,1963.0,395000.0,7.00397413672268,6.78105762593618
1.0,1.0,1.0,8.0,604.0,2.0,456.0,7.0,34154800.0,-118755000.0,525577.0,266.0,14.0,3101.0,0.0,1.0,1978.0,97360.0,6.405228458030842,13.172253888351094
1.0,1.0,3.0,4.0,1064.0,2.0,456.0,7.0,34582356.0,-118069780.0,7197.0,261.0,923.0,3101.0,0.0,1.0,1955.0,107662.0,6.970730078143525,8.881558488638976
13.0,2.0,3.0,6.0,1272.0,2.0,460.0,2.0,33881781.0,-117848412.0,4400.0,261.0,580.0,1286.0,6.0,1.0,1985.0,534461.0,7.149131598557407,8.38958706681109
1.0,2.0,4.0,6.0,1961.0,2.0,456.0,2.0,34198502.0,-118870431.0,9000.0,261.0,580.0,2061.0,8.0,1.0,1962.0,376973.0,7.581719640125308,9.105090961257085
1.0,3.0,2.0,9.0,2213.0,2.0,456.0,2.0,34065700.0,-118430000.0,43007.0,266.0,590.0,3101.0,0.0,1.0,1982.0,1169409.0,7.7025561132685825,10.669141423882822
1.0,2.0,2.0,4.0,1412.0,2.0,456.0,7.0,33904658.0,-118093363.0,5000.0,261.0,1264.0,3101.0,0.0,1.0,1950.0,416252.0,7.253470382684528,8.517393171418904
1.0,3.0,4.0,7.0,2510.0,2.0,456.0,2.0,34009157.0,-118460945.0,5001.0,261.0,1673.0,3101.0,0.0,1.0,1949.0,592780.0,7.828436359157585,8.517593111437565
1.0,2.0,2.0,6.0,874.0,1.0,0.0,2.0,33600707.0,-117743518.0,3099.0,266.0,580.0,1286.0,0.0,1.0,1989.0,168179.0,6.774223886357614,8.039157390473237
1.0,3.0,3.0,7.0,2409.0,2.0,456.0,2.0,34132116.0,-118469820.0,13622.0,261.0,606.0,3101.0,0.0,1.0,1958.0,163158.0,7.787382026484701,9.51951481976606
1.0,2.0,3.0,6.0,1527.0,2.0,456.0,2.0,33903984.0,-118287513.0,6252.0,261.0,580.0,3101.0,0.0,1.0,1948.0,370566.0,7.331714969726466,8.740816627567298
1.0,2.0,4.0,6.0,1275.0,2.0,456.0,2.0,33900807.0,-118008259.0,6462.0,261.0,1014.0,3101.0,0.0,1.0,1955.0,272508.0,7.151485463904735,8.773848885262895
1.0,4.5,4.0,6.0,4299.0,2.0,582.0,2.0,33611640.0,-117582155.0,11475.0,261.0,580.0,1286.0,0.0,1.0,1995.0,1352305.0,8.366370301681654,9.348013177101256
1.0,3.0,3.0,7.0,1471.0,2.0,456.0,2.0,34065100.0,-118116000.0,18832.0,266.0,1247.0,3101.0,0.0,1.0,1981.0,217234.0,7.294377299288821,9.843365929194746
1.0,1.0,3.0,4.0,1098.0,2.0,456.0,7.0,33856169.0,-118359125.0,5340.0,261.0,1773.0,3101.0,0.0,1.0,1954.0,85694.0,7.002155954403621,8.58316818033977
13.0,2.0,3.0,6.0,1792.0,2.0,460.0,2.0,33590158.0,-117661444.0,7200.0,261.0,580.0,1286.0,7.0,1.0,1977.0,610266.0,7.491645473605133,8.881975184248867
1.0,1.0,1.0,8.0,910.0,2.0,456.0,2.0,34155000.0,-118455000.0,27008.0,266.0,587.0,3101.0,0.0,1.0,1969.0,276929.0,6.814542897259958,10.203925422776587
1.0,3.0,4.0,6.0,4060.0,3.0,725.0,2.0,34240349.0,-118897873.0,46994.0,261.0,580.0,2061.0,8.0,1.0,1982.0,1113197.0,8.309184527686298,10.757796492054402
1.0,1.0,1.0,5.0,480.0,2.0,456.0,7.0,33919985.0,-118231668.0,1859.0,261.0,883.0,3101.0,0.0,1.0,1925.0,115290.0,6.175867270105761,7.528331766707247
1.0,2.0,4.0,8.0,1856.0,2.0,456.0,2.0,34173790.0,-118579238.0,15498.0,261.0,610.0,3101.0,0.0,1.0,1961.0,519961.0,7.526717561352706,9.648530784697051
1.0,3.0,5.0,8.0,3006.0,2.0,456.0,2.0,34586697.0,-118061221.0,6609.0,261.0,1315.0,3101.0,0.0,1.0,2001.0,249571.0,8.008698182988528,8.796338932845732
1.0,0.0,3.0,6.0,3200.0,2.0,534.0,2.0,34255043.0,-119264539.0,4834.0,261.0,580.0,2061.0,8.0,1.0,1991.0,1108809.0,8.071218539969863,8.483636407887394
1.0,2.0,2.0,8.0,1070.0,2.0,456.0,2.0,34029900.0,-118415000.0,17015.0,266.0,587.0,3101.0,0.0,1.0,1980.0,500000.0,6.976348070447749,9.741909356880074
1.0,2.0,2.0,6.0,862.0,2.0,456.0,2.0,34200500.0,-118555000.0,82790.0,266.0,563.0,3101.0,0.0,1.0,1990.0,99311.0,6.760414691083428,11.324074638813377
1.0,2.0,2.0,8.0,1087.0,2.0,456.0,2.0,33905300.0,-117994000.0,79903.0,266.0,1013.0,3101.0,0.0,1.0,1985.0,270458.0,6.992096427415888,11.2885811930795
1.0,1.0,2.0,5.0,786.0,2.0,456.0,7.0,34086828.0,-118199053.0,5000.0,261.0,580.0,3101.0,0.0,1.0,1924.0,345000.0,6.668228248417403,8.517393171418904
1.0,3.0,4.0,8.0,2484.0,2.0,456.0,2.0,33775333.0,-118394988.0,10901.0,261.0,1538.0,3101.0,0.0,1.0,1964.0,742934.0,7.818027938530729,9.296701537624227
1.0,2.0,4.0,8.0,1556.0,2.0,456.0,2.0,34706322.0,-118162771.0,6003.0,261.0,1130.0,3101.0,0.0,1.0,1992.0,190362.0,7.350516171833998,8.700181192753353
1.0,1.0,2.0,4.0,999.0,2.0,456.0,7.0,34038589.0,-118153023.0,5290.0,261.0,1240.0,3101.0,0.0,1.0,1947.0,311971.0,6.907755278982137,8.57376254290413
1.0,1.0,4.0,4.0,1926.0,2.0,456.0,2.0,33952997.0,-118292662.0,9459.0,261.0,872.0,3101.0,0.0,1.0,1909.0,219943.0,7.563719668414366,9.154827662045925
1.0,2.0,3.0,6.0,1041.0,1.0,360.0,2.0,33935264.0,-117924937.0,5860.0,261.0,580.0,1286.0,6.0,1.0,1957.0,371706.0,6.948897222313312,8.676075516476429
1.0,2.5,3.0,6.0,1835.0,2.0,400.0,2.0,33642496.0,-117589482.0,2275.0,261.0,580.0,1286.0,0.0,1.0,1996.0,482503.0,7.515344571180436,7.730174795246222
1.0,2.0,4.0,6.0,2000.0,2.0,456.0,2.0,33816306.0,-118383067.0,7653.0,261.0,1773.0,3101.0,0.0,1.0,1954.0,126286.0,7.601402334583733,8.942983665985647
1.0,1.0,1.0,7.0,548.0,2.0,456.0,2.0,34032000.0,-118439000.0,45574.0,266.0,587.0,3101.0,0.0,1.0,1976.0,411000.0,6.3080984415095305,10.727114599546864
1.0,3.0,3.0,8.0,2345.0,2.0,456.0,2.0,33820743.0,-118334571.0,6701.0,261.0,1773.0,3101.0,0.0,1.0,1976.0,842906.0,7.76046702921342,8.810161268297255
1.0,4.5,5.0,6.0,3990.0,2.0,639.0,2.0,33536205.0,-117645457.0,6465.0,261.0,580.0,1286.0,0.0,1.0,2003.0,1210000.0,8.291797105048733,8.774312958285378
1.0,2.5,3.0,6.0,2835.0,2.0,682.0,2.0,34229866.0,-118893496.0,38333.0,261.0,580.0,2061.0,7.0,1.0,1981.0,1149000.0,7.950149887652018,10.554092509830399
1.0,2.0,3.0,7.0,2365.0,2.0,456.0,2.0,33796524.0,-118395269.0,8098.0,261.0,1455.0,3101.0,0.0,1.0,1956.0,1471273.0,7.768956044538332,8.99949587624899
1.0,2.0,3.0,4.0,2288.0,2.0,456.0,2.0,34116875.0,-118144983.0,6444.0,246.0,1701.0,3101.0,0.0,2.0,1910.0,84865.0,7.735870319952567,8.771059915373288
1.0,4.0,6.0,4.0,2161.0,2.0,456.0,7.0,34042497.0,-118361803.0,7145.0,246.0,596.0,3101.0,0.0,2.0,1954.0,520027.0,7.6787889981991535,8.874308038583354
1.0,2.0,4.0,6.0,1522.0,2.0,480.0,2.0,33880608.0,-117870518.0,7000.0,261.0,580.0,1286.0,7.0,1.0,1965.0,521213.0,7.328437352895162,8.853808274977197
1.0,2.0,2.0,7.0,1439.0,2.0,456.0,2.0,34047200.0,-118418000.0,13502.0,266.0,587.0,3101.0,0.0,1.0,1991.0,417145.0,7.272398392570047,9.510667161961042
1.0,1.0,2.0,4.0,906.0,2.0,456.0,7.0,33903957.0,-118289123.0,6102.0,261.0,580.0,3101.0,0.0,1.0,1948.0,275868.0,6.810142450115136,8.716535732544495
1.0,2.0,4.0,8.0,1714.0,2.0,456.0,2.0,34241437.0,-118494570.0,7630.0,261.0,610.0,3101.0,0.0,1.0,1956.0,261871.0,7.44716835960004,8.939974177289633
1.0,1.0,2.0,5.0,783.0,2.0,456.0,7.0,33793591.0,-118259476.0,5672.0,261.0,580.0,3101.0,0.0,1.0,1952.0,355336.0,6.664409020350408,8.643473357326567
1.0,1.0,3.0,4.0,1460.0,2.0,456.0,7.0,33891105.0,-118191299.0,7115.0,261.0,755.0,3101.0,0.0,1.0,1930.0,222816.0,7.2868764117507,8.870101048785726
1.0,3.0,2.0,8.0,1313.0,2.0,456.0,2.0,34104100.0,-118130000.0,38895.0,266.0,41.0,3101.0,0.0,1.0,1979.0,390085.0,7.1808311990445555,10.568646696555904
1.0,2.5,3.0,6.0,1860.0,2.0,0.0,2.0,34219635.0,-118852438.0,7840.0,266.0,580.0,2061.0,7.0,1.0,1974.0,336323.0,7.528869256642251,8.967121656230923
1.0,3.0,3.0,6.0,2162.0,2.0,440.0,6.0,33902540.0,-117921339.0,2520.0,261.0,580.0,1286.0,7.0,1.0,1978.0,569544.0,7.679251425953058,7.83241092718792
1.0,2.0,2.0,6.0,1200.0,2.0,456.0,2.0,34403407.0,-118467887.0,99603.0,266.0,1565.0,3101.0,0.0,1.0,1986.0,78625.0,7.0909098220799835,11.508957603408843
1.0,2.0,3.0,6.0,1406.0,2.0,456.0,2.0,33956641.0,-118104609.0,5146.0,261.0,334.0,3101.0,0.0,1.0,1973.0,331050.0,7.249215057114389,8.546169299652755
1.0,1.0,1.0,4.0,574.0,2.0,456.0,2.0,34315300.0,-118440000.0,21714.0,266.0,590.0,3101.0,0.0,1.0,1977.0,115000.0,6.354370040797351,9.985758544968922
1.0,3.0,2.0,8.0,1360.0,2.0,456.0,2.0,33799400.0,-118173000.0,61499.0,266.0,1645.0,3101.0,0.0,1.0,1982.0,385000.0,7.215975002651466,11.02679245379461
1.0,2.0,1.0,7.0,855.0,2.0,456.0,2.0,33957500.0,-118437000.0,68445.0,266.0,587.0,3101.0,0.0,1.0,1983.0,456861.0,6.752270376141742,11.133800392193905
1.0,4.5,5.0,6.0,3901.0,2.0,555.0,2.0,33572008.0,-117680672.0,8450.0,261.0,580.0,1286.0,0.0,1.0,1994.0,1229000.0,8.269244521183056,9.042040056544483
1.0,2.0,4.0,6.0,1426.0,2.0,456.0,2.0,34310283.0,-118457296.0,6174.0,261.0,580.0,3101.0,0.0,1.0,1967.0,258464.0,7.2633296174768365,8.728264161496178
1.0,1.0,2.0,4.0,1355.0,2.0,456.0,7.0,34188096.0,-118404784.0,5425.0,261.0,580.0,3101.0,0.0,1.0,1942.0,260057.0,7.212294468500341,8.598957493218878
1.0,2.0,3.0,4.0,1281.0,2.0,456.0,7.0,34190973.0,-118407499.0,6461.0,261.0,580.0,3101.0,0.0,1.0,1947.0,77821.0,7.156176637480615,8.773694146384443
11.0,1.5,2.0,6.0,930.0,1.0,0.0,18.0,33775950.0,-117961252.0,7210.0,266.0,580.0,1286.0,4.0,1.0,1973.0,202380.0,6.836259277277067,8.88336291691676
1.0,2.5,4.0,6.0,2167.0,1.0,397.0,2.0,33571806.0,-117735743.0,3528.0,261.0,580.0,1286.0,0.0,1.0,1999.0,782253.0,7.681560362559537,8.16876982367527
1.0,5.5,5.0,6.0,5752.0,2.0,567.0,2.0,33614452.0,-117901260.0,9518.0,261.0,580.0,1286.0,10.0,1.0,1970.0,7073588.0,8.657476736863293,9.161045080251306
1.0,1.0,3.0,4.0,1016.0,2.0,456.0,7.0,33957530.0,-118398694.0,6307.0,261.0,580.0,3101.0,0.0,1.0,1944.0,74435.0,6.92461239604856,8.74957394808293
1.0,2.5,4.0,6.0,1492.0,2.0,436.0,2.0,33559410.0,-117730815.0,3400.0,261.0,580.0,1286.0,0.0,1.0,1996.0,553400.0,7.30854279753919,8.131824785007195
1.0,3.0,2.0,6.0,1201.0,2.0,456.0,2.0,33969400.0,-118105000.0,86505.0,266.0,580.0,3101.0,0.0,1.0,1979.0,184437.0,7.091742115095153,11.367969054676237
1.0,2.0,3.0,8.0,1972.0,2.0,456.0,2.0,34222679.0,-118529404.0,8146.0,261.0,610.0,3101.0,0.0,1.0,1956.0,415845.0,7.587310506022615,9.005405040310642
1.0,2.0,4.0,6.0,1146.0,2.0,456.0,7.0,34117290.0,-118202353.0,6002.0,261.0,580.0,3101.0,0.0,1.0,1921.0,344836.0,7.044905117129371,8.700014623251842
1.0,2.0,3.0,8.0,1094.0,2.0,456.0,2.0,34420900.0,-118489000.0,815788.0,266.0,1566.0,3101.0,0.0,1.0,1988.0,250300.0,6.9985096422506015,13.611911022077704
1.0,1.5,2.0,6.0,982.0,1.0,0.0,6.0,33725099.0,-117808238.0,887.0,261.0,580.0,1286.0,4.0,1.0,1973.0,323603.0,6.890609120147166,6.78897174299217
1.0,2.0,3.0,6.0,1505.0,2.0,456.0,7.0,33994376.0,-118080896.0,5509.0,261.0,1433.0,3101.0,0.0,1.0,1950.0,92624.0,7.317212408359839,8.61431990214696
1.0,6.0,5.0,6.0,6837.0,3.0,776.0,2.0,34189206.0,-118785407.0,22652.0,261.0,580.0,2061.0,11.0,1.0,1994.0,1392969.0,8.830250570199247,10.028047572471536
1.0,3.0,3.0,6.0,1602.0,2.0,456.0,2.0,34214520.0,-118336842.0,195306.0,266.0,599.0,3101.0,0.0,1.0,1978.0,364080.0,7.3796321526095525,12.182327958516357
1.0,3.0,2.0,8.0,1187.0,2.0,456.0,2.0,34137300.0,-118009000.0,7210.0,266.0,1230.0,3101.0,0.0,1.0,1985.0,411000.0,7.080026499922591,8.88336291691676
1.0,3.0,4.0,8.0,2310.0,2.0,456.0,2.0,34211396.0,-118563815.0,5440.0,261.0,580.0,3101.0,0.0,1.0,1981.0,420381.0,7.745435610274381,8.601718146485926
1.0,3.0,3.0,8.0,1948.0,2.0,456.0,2.0,34379315.0,-118575578.0,146769.0,269.0,737.0,3101.0,0.0,1.0,2007.0,547000.0,7.575071699507561,11.896622014605244
1.0,2.0,3.0,6.0,1419.0,2.0,456.0,2.0,33825721.0,-118112352.0,5222.0,261.0,782.0,3101.0,0.0,1.0,1954.0,80405.0,7.258412150595307,8.560827228436299
1.0,2.0,2.0,6.0,1080.0,2.0,0.0,2.0,33645383.0,-117598529.0,2221.0,266.0,580.0,1286.0,0.0,1.0,1989.0,260058.0,6.985641817639208,7.706162970199576
1.0,1.5,2.0,6.0,1468.0,1.0,360.0,2.0,33873969.0,-117946603.0,8470.0,261.0,580.0,1286.0,6.0,1.0,1954.0,479198.0,7.292337176173877,9.044403844431551
1.0,1.0,1.0,8.0,1170.0,2.0,456.0,2.0,34055300.0,-118305000.0,7210.0,261.0,588.0,3101.0,0.0,1.0,1937.0,103000.0,7.065613363597717,8.88336291691676
1.0,4.0,4.0,9.0,3824.0,2.0,456.0,2.0,34046967.0,-117888115.0,20485.0,261.0,1813.0,3101.0,0.0,1.0,2001.0,1381197.0,8.249313746260636,9.92749700499648
1.0,2.0,2.0,8.0,795.0,2.0,456.0,2.0,34421000.0,-118455000.0,312806.0,266.0,1565.0,3101.0,0.0,1.0,1987.0,162708.0,6.679599185844383,12.653341665919521
1.0,1.0,2.0,4.0,1156.0,2.0,456.0,7.0,33815761.0,-118112222.0,7487.0,261.0,657.0,3101.0,0.0,1.0,1950.0,75747.0,7.053585727193677,8.921057018157429
1.0,3.0,3.0,8.0,1269.0,2.0,456.0,2.0,34321400.0,-118469000.0,88114.0,269.0,598.0,3101.0,0.0,1.0,2000.0,345000.0,7.146772179452637,11.38639805849847
1.0,2.5,4.0,6.0,2123.0,2.0,610.0,2.0,33598275.0,-117741787.0,5200.0,261.0,580.0,1286.0,0.0,1.0,1989.0,753653.0,7.66105638236183,8.556606193773073
1.0,1.0,2.0,6.0,1278.0,2.0,456.0,7.0,33793170.0,-118198042.0,5549.0,261.0,657.0,3101.0,0.0,1.0,1941.0,228983.0,7.153833801578843,8.62155320674048
1.0,3.0,2.0,8.0,1166.0,2.0,456.0,2.0,33817245.0,-118189593.0,52821.0,266.0,667.0,3101.0,0.0,1.0,1986.0,302000.0,7.062191632286556,10.87468304957957
1.0,2.0,3.0,6.0,1235.0,2.0,456.0,7.0,33884231.0,-118072991.0,4910.0,261.0,1259.0,3101.0,0.0,1.0,1954.0,413000.0,7.119635638017636,8.499232866039245
1.0,2.0,3.0,6.0,1405.0,2.0,456.0,2.0,33874677.0,-118040024.0,5001.0,261.0,220.0,3101.0,0.0,1.0,1971.0,388519.0,7.2485040723706105,8.517593111437565
1.0,3.0,4.0,7.0,2508.0,2.0,456.0,2.0,34066755.0,-117877071.0,14459.0,261.0,1819.0,3101.0,0.0,1.0,1960.0,338076.0,7.827639546366422,9.579141495712756
1.0,3.0,2.0,8.0,1224.0,2.0,456.0,2.0,33945900.0,-118113000.0,65059.0,266.0,333.0,3101.0,0.0,1.0,1979.0,301000.0,7.110696122978827,11.083065200027342
1.0,7.0,9.0,6.0,4605.0,2.0,456.0,2.0,33802800.0,-118191000.0,6508.0,248.0,663.0,3101.0,0.0,4.0,1971.0,760000.0,8.43511508038063,8.780941113572387
1.0,4.0,4.0,11.0,3658.0,2.0,456.0,2.0,34166093.0,-118236784.0,13498.0,261.0,465.0,3101.0,0.0,1.0,1927.0,844077.0,8.204945165019208,9.510370887608827
1.0,2.0,3.0,6.0,1365.0,2.0,456.0,2.0,34074508.0,-117958890.0,4997.0,261.0,157.0,3101.0,0.0,1.0,1961.0,62667.0,7.2196420401307355,8.516793111394898
1.0,3.0,4.0,6.0,2566.0,2.0,616.0,2.0,33556535.0,-117692689.0,5900.0,261.0,580.0,1286.0,0.0,1.0,1999.0,584252.0,7.8504931808711405,8.682877107057168
1.0,2.0,3.0,6.0,1296.0,2.0,456.0,2.0,33810211.0,-118114574.0,5891.0,261.0,657.0,3101.0,0.0,1.0,1955.0,609000.0,7.167809184316444,8.681350777582521
1.0,3.0,4.0,8.0,1815.0,2.0,456.0,2.0,34225990.0,-118559366.0,8732.0,261.0,610.0,3101.0,0.0,1.0,1958.0,565000.0,7.504391559161238,9.074864232413733
1.0,4.0,8.0,6.0,4162.0,2.0,456.0,2.0,34171802.0,-118433227.0,6759.0,248.0,596.0,3101.0,0.0,4.0,1957.0,605937.0,8.333991247194975,8.81877816903701
1.0,3.0,2.0,9.0,1370.0,2.0,456.0,2.0,33896800.0,-118376000.0,55557.0,266.0,483.0,3101.0,0.0,1.0,2007.0,483707.0,7.223295679562314,10.925182799100138
1.0,3.0,4.0,6.0,1974.0,2.0,484.0,2.0,33793657.0,-118071393.0,7313.0,261.0,580.0,1286.0,5.0,1.0,1959.0,931981.0,7.5883236773352225,8.897545598709327
1.0,1.0,3.0,4.0,1001.0,2.0,456.0,7.0,34207078.0,-118382819.0,7123.0,261.0,580.0,3101.0,0.0,1.0,1944.0,60632.0,6.90975328164481,8.871224644409553
1.0,3.0,3.0,6.0,1452.0,2.0,456.0,2.0,34096598.0,-117806237.0,1779.0,269.0,1588.0,3101.0,0.0,1.0,1979.0,372000.0,7.2813856635702825,7.484368643286131
1.0,2.0,3.0,6.0,1476.0,2.0,600.0,2.0,33740274.0,-117825622.0,6600.0,261.0,580.0,1286.0,4.0,1.0,2000.0,593456.0,7.29776828253138,8.79497643168877
1.0,8.0,9.0,6.0,4336.0,2.0,456.0,2.0,34110937.0,-117768347.0,8740.0,248.0,1170.0,3101.0,0.0,4.0,1965.0,418050.0,8.374938143835367,9.075779878580487
